sinif,unite,konu,kazanim_kodu,kazanim_aciklamasi,ders
5. Sınıf,Gökyüzündeki Komşularımız ve Biz,Gökyüzündeki Komşularımız ve Biz,FB.5.1.2.2,Ay’ın evrelerini temsil eden bilimsel model oluşturabilme,Fen Bilimleri
5. Sınıf,Gökyüzündeki Komşularımız ve Biz,Gökyüzündeki Komşularımız ve Biz,FB.5.1.3.1,"Güneş, Dünya ve Ay’ın birbirlerine göre hareketlerini ve hacimsel büyüklüklerini temsil eden bilimsel model oluşturabilme",Fen Bilimleri
5. Sınıf,Kuvveti Tanıyalım,Kuvveti Tanıyalım,FB.5.2.1.1,Kuvveti büyüklüğü ile tanımlayabilme,Fen Bilimleri
5. Sınıf,Kuvveti Tanıyalım,Kuvveti Tanıyalım,FB.5.2.1.2,Basit araç gereçler kullanarak bir dinamometre modeli tasarlayabilme,Fen Bilimleri
5. Sınıf,Kuvveti Tanıyalım,Kuvveti Tanıyalım,FB.5.2.2.1,Kütleye etki eden yer çekimi kuvvetini ağırlık olarak tanımlayabilme,Fen Bilimleri
5. Sınıf,Kuvveti Tanıyalım,Kuvveti Tanıyalım,FB.5.2.3.1,Sürtünme kuvvetinin çeşitli ortamlardaki etkilerine yönelik tümevarımsal akıl yürütebilme,Fen Bilimleri
5. Sınıf,Kuvveti Tanıyalım,Kuvveti Tanıyalım,FB.5.2.3.2,Günlük yaşamda sürtünmeyi artırma veya azaltmaya yönelik bilimsel bir model tasarlayabilme,Fen Bilimleri
5. Sınıf,Canlıların Yapısına Yolculuk,Canlıların Yapısına Yolculuk,FB.5.3.1.1,Bitki ve hayvan hücrelerini temel kısımları ve özellikleri açısından karşılaştırabilme,Fen Bilimleri
5. Sınıf,Canlıların Yapısına Yolculuk,Canlıların Yapısına Yolculuk,FB.5.3.1.2,Hücre-doku-organ-sistem-organizma kavramlarını yapılandırabilme,Fen Bilimleri
5. Sınıf,Canlıların Yapısına Yolculuk,Canlıların Yapısına Yolculuk,FB.5.3.2.1,Destek ve hareket sistemine ait yapıları sınıflandırabilme,Fen Bilimleri
5. Sınıf,Canlıların Yapısına Yolculuk,Canlıların Yapısına Yolculuk,FB.5.3.2.2,Destek ve hareket sisteminin sağlığı için yapılması gerekenler konusunda bilgi toplayabilme,Fen Bilimleri
5. Sınıf,Işığın Dünyası,Işığın Dünyası,FB.5.4.1.1,Bir kaynaktan çıkan ışığın her yönde doğrusal bir yol izlediğini gözlem yoluyla açıklayabilme,Fen Bilimleri
5. Sınıf,Işığın Dünyası,Işığın Dünyası,FB.5.4.2.1,Maddeleri ışığı geçirme durumlarına göre sınıflandırabilme,Fen Bilimleri
5. Sınıf,Işığın Dünyası,Işığın Dünyası,FB.5.4.3.1,Tam gölgeye yönelik bilimsel gözlem yapabilme,Fen Bilimleri
5. Sınıf,Maddenin Doğası,Maddenin Doğası,FB.5.5.1.1,"Maddeleri tanecikli, boşluklu ve hareketli yapısına göre sınıflandırabilme",Fen Bilimleri
5. Sınıf,Maddenin Doğası,Maddenin Doğası,FB.5.5.2.1,Isı ve sıcaklık kavramlarını karşılaştırabilme,Fen Bilimleri
5. Sınıf,Maddenin Doğası,Maddenin Doğası,FB.5.5.2.2,Sıcaklığı farklı olan sıvıların karıştırılması sonucu ısı alışverişi olduğuna yönelik bilimsel çıkarım yapabilme,Fen Bilimleri
5. Sınıf,Maddenin Doğası,Maddenin Doğası,FB.5.5.3.1,Maddenin ısı etkisiyle hâl değiştirebileceğini bilimsel gözleme dayalı tahmin edebilme,Fen Bilimleri
5. Sınıf,Maddenin Doğası,Maddenin Doğası,FB.5.5.4.1,Maddeleri ısı iletimi bakımından sınıflandırabilme,Fen Bilimleri
5. Sınıf,Maddenin Doğası,Maddenin Doğası,FB.5.5.4.2,Isı yalıtımını gösteren model oluşturabilme,Fen Bilimleri
5. Sınıf,Yaşamımızdaki Elektrik,Yaşamımızdaki Elektrik,FB.5.6.1.1,Bir elektrik devresindeki elemanları sembollerinin olup olmamasına göre sınıflandırabilme,Fen Bilimleri
5. Sınıf,Yaşamımızdaki Elektrik,Yaşamımızdaki Elektrik,FB.5.6.1.2,Şemasını çizdiği elektrik devresine uygun deney yapabilme,Fen Bilimleri
5. Sınıf,Yaşamımızdaki Elektrik,Yaşamımızdaki Elektrik,FB.5.6.2.1,Bir elektrik devresindeki ampul parlaklığını etkileyen değişkenlerin neler olduğuna ilişkin hipotez oluşturabilme,Fen Bilimleri
5. Sınıf,Sürdürülebilir Yaşam ve Geri Dönüşüm,Sürdürülebilir Yaşam ve Geri Dönüşüm,FB.5.7.1.1,Evsel atıklarda geri dönüştürülebilen ve dönüştürülemeyen maddeleri sınıflandırabilme,Fen Bilimleri
5. Sınıf,Sürdürülebilir Yaşam ve Geri Dönüşüm,Sürdürülebilir Yaşam ve Geri Dönüşüm,FB.5.7.1.2,Kaynakların etkili kullanımı konusunda geri dönüşümün önemli olduğuna yönelik bilimsel çıkarımda bulunabilme,Fen Bilimleri
5. Sınıf,Sürdürülebilir Yaşam ve Geri Dönüşüm,Sürdürülebilir Yaşam ve Geri Dönüşüm,FB.5.7.1.3,Yakın çevresinde atık yönetiminin uygulanabilirliğine ilişkin deneyimlerini yansıtabilme,Fen Bilimleri
6. Sınıf,Güneş Sistemi ve Tutulmalar,Güneş Sistemi ve Tutulmalar,FB.6.1.1.1,Güneş sistemindeki gezegenleri niteliklerine göre sınıflandırabilme,Fen Bilimleri
6. Sınıf,Güneş Sistemi ve Tutulmalar,Güneş Sistemi ve Tutulmalar,FB.6.1.1.2,Güneş sistemi ile ilgili bilimsel model oluşturabilme,Fen Bilimleri
6. Sınıf,Güneş Sistemi ve Tutulmalar,Güneş Sistemi ve Tutulmalar,FB.6.1.2.1,Güneş ve Ay tutulması ile ilgili bilimsel çıkarım yapabilme,Fen Bilimleri
6. Sınıf,Güneş Sistemi ve Tutulmalar,Güneş Sistemi ve Tutulmalar,FB.6.1.2.2,Güneş ve Ay tutulması ile ilgili bilimsel model oluşturabilme,Fen Bilimleri
6. Sınıf,Kuvvetin Etkisinde Hareket,Kuvvetin Etkisinde Hareket,FB.6.2.1.1,Bir cisme etki eden aynı doğrultudaki kuvvetler arasındaki ilişkileri açıklayarak bileşke kuvveti yapılandırabilme,Fen Bilimleri
6. Sınıf,Kuvvetin Etkisinde Hareket,Kuvvetin Etkisinde Hareket,FB.6.2.1.2,Dengelenmiş ve dengelenmemiş kuvvetlerin etkisi altındaki bir cismin hareketine yönelik deney yapabilme,Fen Bilimleri
6. Sınıf,Kuvvetin Etkisinde Hareket,Kuvvetin Etkisinde Hareket,FB.6.2.2.1,Sürat ve hız kavramlarını karşılaştırabilme,Fen Bilimleri
6. Sınıf,Canlılarda Sistemler,Canlılarda Sistemler,FB.6.3.1.1,Eşeyli ve eşeysiz üremeyi karşılaştırabilme,Fen Bilimleri
6. Sınıf,Canlılarda Sistemler,Canlılarda Sistemler,FB.6.3.1.2,"Bitkilerde üreme, büyüme ve gelişme hakkında bilimsel çıkarım yapabilme",Fen Bilimleri
6. Sınıf,Canlılarda Sistemler,Canlılarda Sistemler,FB.6.3.1.3,Tohumun çimlenmesine etki eden faktörlere ilişkin hipotez oluşturabilme,Fen Bilimleri
6. Sınıf,Canlılarda Sistemler,Canlılarda Sistemler,FB.6.3.1.4,"Hayvanlarda üreme, büyüme ve gelişme hakkında bilimsel çıkarım yapabilme",Fen Bilimleri
6. Sınıf,Canlılarda Sistemler,Canlılarda Sistemler,FB.6.3.1.5,İnsanda üremeyi sağlayan yapı ve organlar arasındaki ilişkileri çözümleyebilme,Fen Bilimleri
6. Sınıf,Canlılarda Sistemler,Canlılarda Sistemler,FB.6.3.2.1,Sinir sisteminin görevlerini model üzerinde gözlemleyebilme,Fen Bilimleri
6. Sınıf,Canlılarda Sistemler,Canlılarda Sistemler,FB.6.3.2.2,İç salgı bezlerinin vücut için önemini yapılandırabilme,Fen Bilimleri
6. Sınıf,Canlılarda Sistemler,Canlılarda Sistemler,FB.6.3.2.3,Çocukluktan ergenliğe geçişte oluşan bedensel ve ruhsal değişimleri genelleyebilme,Fen Bilimleri
6. Sınıf,Canlılarda Sistemler,Canlılarda Sistemler,FB.6.3.2.4,Denetleyici ve düzenleyici sistemlerin sağlığı için yapılması gerekenlerle ilgili bilgi toplayabilme,Fen Bilimleri
6. Sınıf,Işığın Yansıması ve Renkler,Işığın Yansıması ve Renkler,FB.6.4.1.1,Işığın farklı yüzeylerdeki yansıma olaylarına ilişkin bilimsel çıkarım yapabilme,Fen Bilimleri
6. Sınıf,Işığın Yansıması ve Renkler,Işığın Yansıması ve Renkler,FB.6.4.1.2,"Işığın yansımasında gelen ışın, yansıyan ışın ve yüzeyin normali arasındaki ilişkiyi kanıt kullanarak açıklayabilme",Fen Bilimleri
6. Sınıf,Işığın Yansıması ve Renkler,Işığın Yansıması ve Renkler,FB.6.4.2.1,Günlük hayattaki ayna çeşitlerine ilişkin bilimsel çıkarım yapabilme,Fen Bilimleri
6. Sınıf,Işığın Yansıması ve Renkler,Işığın Yansıması ve Renkler,FB.6.4.3.1,Işığın madde ile etkileşimi sonucunda soğurulabileceğini gözlemleyebilme,Fen Bilimleri
6. Sınıf,Işığın Yansıması ve Renkler,Işığın Yansıması ve Renkler,FB.6.4.3.2,Beyaz ışığın tüm ışık renklerinin bileşiminden oluştuğuna ilişkin bilimsel çıkarım yapabilme,Fen Bilimleri
6. Sınıf,Işığın Yansıması ve Renkler,Işığın Yansıması ve Renkler,FB.6.4.3.3,"Cisimlerin siyah, beyaz ve renkli görünmesinin nedenini gözlem verileriyle açıklayabilme",Fen Bilimleri
6. Sınıf,Işığın Yansıması ve Renkler,Işığın Yansıması ve Renkler,FB.6.4.3.4,Güneş enerjisinin günlük hayat ve teknolojideki yenilikçi uygulamalarına ilişkin eleştirel düşünebilme,Fen Bilimleri
6. Sınıf,Maddenin Ayırt Edici Özellikleri,Maddenin Ayırt Edici Özellikleri,FB.6.5.1.1,Isı etkisiyle maddelerin genleşip büzüleceğine yönelik bilimsel gözleme dayalı tahmin edebilme,Fen Bilimleri
6. Sınıf,Maddenin Ayırt Edici Özellikleri,Maddenin Ayırt Edici Özellikleri,FB.6.5.2.1,"Maddelerin erime, donma ve kaynama noktasını gösteren deney yapabilme",Fen Bilimleri
6. Sınıf,Maddenin Ayırt Edici Özellikleri,Maddenin Ayırt Edici Özellikleri,FB.6.5.3.1,Yoğunluğa ilişkin hesaplamalar yaparak bilimsel veriye dayalı tahmin edebilme,Fen Bilimleri
6. Sınıf,Maddenin Ayırt Edici Özellikleri,Maddenin Ayırt Edici Özellikleri,FB.6.5.3.2,Deneyler sonucunda çeşitli maddelerin yoğunluklarına ilişkin tümdengelimsel akıl yürütebilme,Fen Bilimleri
6. Sınıf,Maddenin Ayırt Edici Özellikleri,Maddenin Ayırt Edici Özellikleri,FB.6.5.3.3,Suyun katı ve sıvı hâllerine ait yoğunlukları karşılaştırarak bu durumun canlılar için önemi hakkında bilimsel çıkarımlar yapabilme,Fen Bilimleri
6. Sınıf,Maddenin Ayırt Edici Özellikleri,Maddenin Ayırt Edici Özellikleri,FB.6.5.3.4,Yoğunluk ile ilgili bilimsel model oluşturabilme,Fen Bilimleri
6. Sınıf,Elektriğin İletimi ve Direnç,Elektriğin İletimi ve Direnç,FB.6.6.1.1,Maddelerin elektriği iletme durumlarını gösteren deney yapabilme,Fen Bilimleri
6. Sınıf,Elektriğin İletimi ve Direnç,Elektriğin İletimi ve Direnç,FB.6.6.2.1,Elektrik devresindeki ampulün parlaklığının bağlı olduğu değişkenleri belirlemeye yönelik deney yapabilme,Fen Bilimleri
6. Sınıf,Elektriğin İletimi ve Direnç,Elektriğin İletimi ve Direnç,FB.6.6.2.2,Ayarlanabilir direncin ampulün parlaklığına etkilerine yönelik bilimsel çıkarım yapabilme,Fen Bilimleri
6. Sınıf,Sürdürülebilir Yaşam ve Etkileşim,Sürdürülebilir Yaşam ve Etkileşim,FB.6.7.1.1,Biyoçeşitliliğin doğal yaşam için önemini sorgulayabilme,Fen Bilimleri
6. Sınıf,Sürdürülebilir Yaşam ve Etkileşim,Sürdürülebilir Yaşam ve Etkileşim,FB.6.7.1.2,Biyoçeşitliliği tehdit eden faktörleri araştırma verilerine dayalı tahmin edebilme,Fen Bilimleri
6. Sınıf,Sürdürülebilir Yaşam ve Etkileşim,Sürdürülebilir Yaşam ve Etkileşim,FB.6.7.2.1,Isınma amaçlı yakıt kullanımının insan ve çevre üzerine etkilerini tartışabilme,Fen Bilimleri
6. Sınıf,Sürdürülebilir Yaşam ve Etkileşim,Sürdürülebilir Yaşam ve Etkileşim,FB.6.7.2.2,Yakın çevresindeki veya ülkemizdeki bir çevre problemine ilişkin çözüm üretebilme,Fen Bilimleri
7. Sınıf,Uzay Çağı,Uzay Çağı,FB.7.1.1.1,Uzay araştırmaları için geliştirilen teknolojileri karşılaştırabilme,Fen Bilimleri
7. Sınıf,Uzay Çağı,Uzay Çağı,FB.7.1.1.2,Uzay gözlem araçları ile ilgili bilimsel model oluşturabilme,Fen Bilimleri
7. Sınıf,Uzay Çağı,Uzay Çağı,FB.7.1.1.3,Uzay araştırmalarının yol açabileceği problemleri çözebilme,Fen Bilimleri
